broker_name	center_name	PRIMARY_ID	EXTERNAL_ID	SUBMITTER_ID	TITLE	TAXON_ID	SCIENTIFIC_NAME	DESCRIPTION	ENA-FASTQ-FILES	ENA-SUBMITTED-FILES	INSDC secondary accession	organism	collection date	env_broad_scale	geo loc name	env_local_scale	SubjectNumber	NCBI submission package	lat lon	host	UniqueSampleID	host age	env_medium	BioSampleModel	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE
NCBI	Air Force Research Laboratory	SAMN18995104	SAMN18995104	CAMPY_505	MIMARKS Survey related sample from gut metagenome	749906	gut metagenome	Keywords: GSC:MIxS;MIMARKS:5.0	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS8849799&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS8849799&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	SRS8849799	gut metagenome	2014-10-02	ENVO:02000022	USA	ENVO:00002003	15	MIMARKS.survey.human-gut.5.0	39.2983 N 76.5902 W	Homo sapiens	505	29	ENVO:00002003	MIMARKS.survey	2021-08-02	2021-08-02
NCBI	Air Force Research Laboratory	SAMN18995093	SAMN18995093	CAMPY_495	MIMARKS Survey related sample from gut metagenome	749906	gut metagenome	Keywords: GSC:MIxS;MIMARKS:5.0	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS8849788&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS8849788&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	SRS8849788	gut metagenome	2014-10-01	ENVO:02000022	USA	ENVO:00002003	1	MIMARKS.survey.human-gut.5.0	39.2983 N 76.5902 W	Homo sapiens	495	28	ENVO:00002003	MIMARKS.survey	2021-08-02	2021-08-02
NCBI	Air Force Research Laboratory	SAMN18994831	SAMN18994831	CAMPY_27	MIMARKS Survey related sample from gut metagenome	749906	gut metagenome	Keywords: GSC:MIxS;MIMARKS:5.0	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS8849781&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS8849781&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	SRS8849781	gut metagenome	2014-11-06	ENVO:02000022	USA	ENVO:00002003	6	MIMARKS.survey.human-gut.5.0	39.2983 N 76.5902 W	Homo sapiens	27	28	ENVO:00002003	MIMARKS.survey	2021-08-02	2021-08-02
NCBI	Air Force Research Laboratory	SAMN18995073	SAMN18995073	CAMPY_485	MIMARKS Survey related sample from gut metagenome	749906	gut metagenome	Keywords: GSC:MIxS;MIMARKS:5.0	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS8849779&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS8849779&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	SRS8849779	gut metagenome	2015-01-28	ENVO:02000022	USA	ENVO:00002003	21	MIMARKS.survey.human-gut.5.0	39.2983 N 76.5902 W	Homo sapiens	485	22	ENVO:00002003	MIMARKS.survey	2021-08-02	2021-08-02
NCBI	Air Force Research Laboratory	SAMN18995071	SAMN18995071	CAMPY_483	MIMARKS Survey related sample from gut metagenome	749906	gut metagenome	Keywords: GSC:MIxS;MIMARKS:5.0	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS8849778&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS8849778&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	SRS8849778	gut metagenome	2015-01-28	ENVO:02000022	USA	ENVO:00002003	20	MIMARKS.survey.human-gut.5.0	39.2983 N 76.5902 W	Homo sapiens	483	38	ENVO:00002003	MIMARKS.survey	2021-08-02	2021-08-02
NCBI	Air Force Research Laboratory	SAMN18995035	SAMN18995035	CAMPY_480	MIMARKS Survey related sample from gut metagenome	749906	gut metagenome	Keywords: GSC:MIxS;MIMARKS:5.0	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS8849775&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS8849775&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	SRS8849775	gut metagenome	2015-01-28	ENVO:02000022	USA	ENVO:00002003	16	MIMARKS.survey.human-gut.5.0	39.2983 N 76.5902 W	Homo sapiens	480	29	ENVO:00002003	MIMARKS.survey	2021-08-02	2021-08-02
NCBI	Air Force Research Laboratory	SAMN18994987	SAMN18994987	CAMPY_111	MIMARKS Survey related sample from gut metagenome	749906	gut metagenome	Keywords: GSC:MIxS;MIMARKS:5.0	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS8849770&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS8849770&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	SRS8849770	gut metagenome	2014-11-10	ENVO:02000022	USA	ENVO:00002003	6	MIMARKS.survey.human-gut.5.0	39.2983 N 76.5902 W	Homo sapiens	111	28	ENVO:00002003	MIMARKS.survey	2021-08-02	2021-08-02
NCBI	Air Force Research Laboratory	SAMN18994837	SAMN18994837	CAMPY_110	MIMARKS Survey related sample from gut metagenome	749906	gut metagenome	Keywords: GSC:MIxS;MIMARKS:5.0	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS8849769&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS8849769&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	SRS8849769	gut metagenome	2014-11-09	ENVO:02000022	USA	ENVO:00002003	6	MIMARKS.survey.human-gut.5.0	39.2983 N 76.5902 W	Homo sapiens	110	28	ENVO:00002003	MIMARKS.survey	2021-08-02	2021-08-02
NCBI	Air Force Research Laboratory	SAMN18994836	SAMN18994836	CAMPY_109	MIMARKS Survey related sample from gut metagenome	749906	gut metagenome	Keywords: GSC:MIxS;MIMARKS:5.0	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS8849768&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS8849768&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	SRS8849768	gut metagenome	2014-11-08	ENVO:02000022	USA	ENVO:00002003	6	MIMARKS.survey.human-gut.5.0	39.2983 N 76.5902 W	Homo sapiens	109	28	ENVO:00002003	MIMARKS.survey	2021-08-02	2021-08-02
NCBI	Air Force Research Laboratory	SAMN18994995	SAMN18994995	CAMPY_2	MIMARKS Survey related sample from gut metagenome	749906	gut metagenome	Keywords: GSC:MIxS;MIMARKS:5.0	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS8849766&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS8849766&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	SRS8849766	gut metagenome	2014-11-07	ENVO:02000022	USA	ENVO:00002003	8	MIMARKS.survey.human-gut.5.0	39.2983 N 76.5902 W	Homo sapiens	2	19	ENVO:00002003	MIMARKS.survey	2021-08-02	2021-08-02
